issac/PanY07,indexing,big data,keyword3
issac/Leong86,data modeling,big data,big data
issac/DanjeanGGRR07,data modeling,data processing,keyword1
issac/Weispfenning92,keyword3,keyword1,computer vision
issac/Combot19,indexing,data querying,big data
issac/DumasGP04,indexing,keyword2,keyword4
issac/Brehard18,big data,keyword2,indexing
issac/Villard97,keyword4,big data,computer vision
issac/Puschel09,keyword3,data storage,keyword1
issac/GautierBP07,data querying,keyword2,data querying
issac/BerndtLWW91,keyword2,indexing,keyword4
issac/SanukiS07,data processing,computer vision,data modeling
issac/CharGGMP86,data management,keyword1,keyword3
issac/KunkleC09,data storage,keyword2,data modeling
issac/Encarnacion97,indexing,computer vision,keyword1
issac/Oaku94,keyword2,indexing,computer vision
issac/Carette07,data storage,data querying,computer vision
issac/KuhnM89,data querying,big data,computer vision
issac/AraiMIA14,keyword4,data modeling,data querying
issac/YokoyamaNT90,keyword2,data processing,big data
issac/FreireGPF88,computer vision,data processing,keyword2
issac/ChouGZ93,keyword2,keyword1,data management
issac/ChenK12,keyword4,data modeling,keyword3
issac/SaundersW04,data processing,data processing,indexing
issac/GerhardGSZ03,keyword2,computer vision,data storage
issac/Renault06,computer vision,keyword4,keyword4
issac/Villard93,computer vision,data querying,data management
issac/Winograd81,keyword2,indexing,keyword4
issac/BostanCP13,keyword2,indexing,data modeling
issac/DiazK95,data modeling,keyword4,data storage
issac/HulpkeL03,data modeling,keyword4,keyword3
issac/Richardson92,indexing,computer vision,indexing
issac/Adamchik97,data modeling,data management,keyword3
issac/ChenG17,data processing,big data,keyword1
issac/BabaiFS93,data management,data modeling,computer vision
issac/DumasKVZ17,keyword2,keyword1,data querying
issac/MaulatS15,keyword4,data modeling,data storage
issac/GaarWKM19,indexing,computer vision,indexing
issac/Kirrinnis98,big data,keyword4,keyword2
issac/Wu93,data querying,data management,data querying
issac/LiR11,data processing,keyword2,keyword1
issac/KavianMG97,data modeling,data processing,keyword1
issac/OanceaW05,big data,indexing,data querying
issac/Okada89,data modeling,indexing,keyword4
issac/KaltofenLSYZ07,data processing,big data,data processing
issac/BajajCGW89,data storage,keyword1,keyword4
issac/CoopermanF92,data management,data processing,data processing
issac/WuR13,keyword1,data querying,keyword2
issac/BallarinHC95,data modeling,keyword4,keyword1
issac/PowersR06,keyword3,data management,data storage
issac/BarkatouP98,keyword3,keyword1,keyword4
issac/FortunaGPT02,keyword4,big data,big data
issac/AbhyankarB88,indexing,keyword1,indexing
issac/Tao90,computer vision,data querying,keyword2
issac/Schwarz92,keyword3,data querying,data processing
issac/BradfordD88,indexing,big data,keyword2
issac/BoulierLRR13,indexing,computer vision,indexing
issac/Koiran12,data querying,big data,keyword3
issac/GaudryM06,keyword1,keyword3,keyword2
issac/Abramov08,data querying,keyword4,indexing
issac/GrayKW94,data management,data storage,data processing
issac/SekigawaS06,big data,computer vision,indexing
issac/ArocaCFG05,keyword3,keyword4,keyword2
issac/BrakeHL16,data management,big data,data querying
issac/Thomas96,computer vision,keyword2,keyword2
issac/LeffY86,big data,keyword1,keyword1
issac/JeffreyPR05,computer vision,big data,big data
issac/SextonSW09,computer vision,big data,data modeling
issac/Bodnar04,data storage,computer vision,data processing
issac/FarzanM06,indexing,keyword1,data modeling
issac/Kolyada90,data processing,data querying,big data
issac/KaltofenY07,data querying,big data,data processing
issac/MohammadiRH19,data storage,data modeling,keyword2
issac/Linton18,big data,keyword2,big data
issac/JohnsonK97,big data,data modeling,keyword3
issac/AruliahCGS07a,data processing,data modeling,data querying
issac/StrzebonskiT11,data modeling,big data,computer vision
issac/Weispfenning97,big data,indexing,data storage
issac/HouariK04,computer vision,computer vision,indexing
issac/CohenT91,keyword3,keyword2,keyword1
issac/CaboaraCT08,computer vision,data storage,keyword4
issac/LoeraMPRRSSS15,data management,data management,data processing
issac/CioffiO01,data modeling,data management,data querying
issac/GanzhaS90,keyword1,data storage,big data
issac/Miller89,data storage,data querying,computer vision
issac/Char81,big data,data modeling,data management
issac/LemaireMPX08,data storage,big data,data management
issac/MuldersS99,data modeling,data querying,big data
issac/Reischert97,keyword4,data modeling,data management
issac/KaltofenM99,keyword1,keyword3,data modeling
issac/WeibelG91,data processing,indexing,data management
issac/BostanCR08,indexing,computer vision,data modeling
issac/Sedoglavic01,data storage,data processing,data management
issac/EderR13,big data,indexing,data management
issac/Mourrain17,big data,big data,keyword4
issac/KaltofenK05,data modeling,data modeling,data management
issac/Bernardin98,data modeling,data querying,data management
issac/Thome01,data processing,keyword1,keyword4
issac/KauersK15,indexing,big data,computer vision
issac/BartonZ76,keyword4,keyword2,data querying
issac/QuereV95,data modeling,computer vision,data modeling
issac/CorlessGJ99,keyword1,data querying,data querying
issac/Li07,indexing,keyword3,keyword1
issac/Kohno90,computer vision,computer vision,data processing
issac/HashemiS17,data processing,keyword2,indexing
issac/BrightKHG18,data management,keyword1,data storage
issac/BeckermannCL97,data modeling,data modeling,big data
issac/Fateman81a,keyword4,keyword1,data querying
issac/Roche18,computer vision,data querying,keyword1
issac/ChengGL09,indexing,data processing,keyword1
issac/FaugereMRD08,keyword4,computer vision,big data
issac/BihanRS09,data querying,big data,computer vision
issac/GerdtKZ90,data processing,data querying,keyword4
issac/Brown15,computer vision,data modeling,keyword2
issac/WangKZZ03,indexing,keyword4,computer vision
issac/Hietarinta91,keyword1,keyword3,indexing
issac/MantzaflarisT17,keyword4,keyword3,big data
issac/Tsarev99,big data,keyword3,keyword4
issac/Beardsworth81,data processing,data querying,keyword1
issac/KauersP10,data storage,data management,data management
issac/Bauer07,keyword1,data storage,big data
issac/WuR06,data modeling,big data,data querying
issac/ChenKK16,data modeling,big data,computer vision
issac/CostermansEMP05,keyword2,data modeling,keyword3
issac/Kutzler89,data storage,data querying,big data
issac/HoeijY10,data management,data querying,data querying
issac/BreuerL98,data modeling,keyword2,data modeling
issac/ChaHL10,keyword3,data querying,data querying
issac/HartHN11,keyword2,computer vision,keyword3
issac/Schneider05,keyword1,indexing,keyword3
issac/AvenhausW89,computer vision,indexing,data querying
issac/Scala94,indexing,data processing,keyword3
issac/Czapor91,indexing,big data,data management
issac/CollinsK93,big data,keyword1,data processing
issac/FaugereS13,keyword1,data querying,keyword1
issac/BarkatouSW18,keyword3,keyword2,data management
issac/Kaminski81,data modeling,data querying,data querying
issac/GerholdK05,keyword3,big data,keyword2
issac/ReidTZ03,keyword4,data modeling,data modeling
issac/SlaviciDKC10,data querying,data management,data storage
issac/BikovB17,data storage,keyword4,computer vision
issac/DolzmannS99,indexing,data management,data modeling
issac/Huang16,keyword1,keyword1,data modeling
issac/KapurY15,data processing,keyword3,data management
issac/Seress12,data processing,keyword4,keyword2
issac/Okubo90,data querying,data querying,keyword1
issac/MantzaflarisM11,computer vision,big data,keyword4
issac/FrandsenS04,data querying,data processing,big data
issac/Barkatou88,keyword1,keyword2,keyword1
issac/MantzaflarisST17,indexing,data modeling,keyword2
issac/Sasaki86,data modeling,data storage,keyword4
issac/Strzebonski17,keyword4,keyword4,big data
issac/SharmaY12,big data,keyword1,keyword2
issac/Jager91,big data,computer vision,computer vision
issac/Fitch89,indexing,keyword4,data storage
issac/Zobnin05,data processing,keyword2,data management
issac/BuiDM15,computer vision,keyword4,keyword1
issac/Morain92,data management,computer vision,keyword4
issac/Kapur17,data modeling,data querying,keyword4
issac/BarkatouCWV16,data storage,data storage,keyword1
issac/Schmitt91,data management,keyword1,keyword1
issac/Fateman81,data querying,keyword1,data modeling
issac/GalligoW97,keyword2,keyword2,keyword3
issac/Zhang16,big data,keyword1,data management
issac/Gonnet86a,data modeling,data modeling,data storage
issac/Chen19a,keyword3,data querying,big data
issac/CaprasseDS88,big data,big data,data storage
issac/Tiwari10,keyword2,data storage,data storage
issac/Mourrain05,big data,data querying,data modeling
issac/BostanCS14,keyword3,big data,computer vision
issac/BurrCGY08,data modeling,data querying,data modeling
issac/AbbottBD86,data storage,indexing,data processing
issac/Pflugel97,data processing,data modeling,data management
issac/Rupp10,big data,data modeling,keyword2
issac/BernardiBCM11,keyword2,data querying,data modeling
issac/Eberl19,computer vision,big data,big data
issac/GraillatT09,big data,keyword4,data management
issac/KaltofenYZ07,data querying,big data,data querying
issac/Maza17,indexing,computer vision,keyword4
issac/Holt00,big data,indexing,keyword2
issac/Brown17,keyword4,data querying,keyword4
issac/KaltofenL96,computer vision,computer vision,big data
issac/Faugere09,data querying,computer vision,data modeling
issac/Sit91,keyword2,keyword4,data processing
issac/Levin07,keyword3,keyword1,keyword3
issac/Kauers04,computer vision,data modeling,data management
issac/KaltofenN11,keyword3,keyword3,indexing
issac/PoorRR16,data modeling,data querying,big data
issac/FaugereDS10,data storage,data modeling,computer vision
issac/Zhi15,computer vision,data processing,keyword3
issac/LlovetS90,computer vision,big data,data modeling
issac/Sims98,computer vision,keyword1,data modeling
issac/HaydenL86,keyword1,indexing,data querying
issac/MonaganG94,computer vision,data storage,data storage
issac/FangH97,indexing,data modeling,computer vision
issac/Vallier93,data querying,keyword3,data management
issac/AbrahamNK17,keyword3,data storage,data storage
issac/Chen19,keyword1,computer vision,computer vision
issac/HuangLGMZ19,data modeling,data management,data management
issac/OevelS91,data processing,big data,keyword1
issac/BembeG11,data management,keyword1,keyword1
issac/Jebelean93,data processing,keyword2,indexing
issac/KirchnerK89,keyword3,data storage,keyword1
issac/ChengW19,data querying,data modeling,keyword4
issac/GaoC92,data querying,data processing,keyword4
issac/CuckerET19,data management,indexing,keyword2
issac/BouzidiLPR13,data storage,keyword4,computer vision
issac/GioviniMNRT91,keyword3,data storage,data querying
issac/HoeijL10,data management,data querying,keyword2
issac/DiochnosET07,keyword1,big data,keyword2
issac/BeringerJ98,data storage,big data,keyword4
issac/BerthomieuF16,keyword1,big data,data storage
issac/BhargavaIMS17,data processing,computer vision,keyword1
issac/Edneral97,data processing,big data,keyword3
issac/Kaltofen03,data querying,data management,data storage
issac/Cheze04,data management,data processing,data modeling
issac/CollinsK00,data processing,data processing,data storage
issac/PernetS07,big data,computer vision,data modeling
issac/Robbiano19,keyword1,indexing,computer vision
issac/GuptaS11,keyword2,indexing,data processing
issac/LeibonRC07,keyword2,data processing,computer vision
issac/Manocha94,computer vision,keyword3,data processing
issac/BachF16,data storage,indexing,data modeling
issac/BronsteinL02,data management,big data,keyword1
issac/DumasLP17,computer vision,keyword4,data modeling
issac/AruliahC04,computer vision,data processing,big data
issac/KotsireasK07,big data,keyword2,data management
issac/CarusoRV16,keyword3,data querying,data storage
issac/Dayton07,data processing,keyword2,big data
issac/PascalS06,keyword2,indexing,keyword2
issac/NeumaierS16,keyword3,data modeling,keyword4
issac/TraversoD89,data processing,data processing,data modeling
issac/LiYG13,keyword3,computer vision,keyword3
issac/BeckK86,data processing,data storage,keyword4
issac/BassonLRS13,data modeling,data storage,keyword4
issac/GaalPP91,data processing,indexing,indexing
issac/CannonS97,indexing,big data,big data
issac/GuptaRA00,keyword1,keyword1,keyword4
issac/Roche09,data management,indexing,data modeling
issac/FujiseM96,big data,data modeling,data querying
issac/IglioA98,computer vision,computer vision,big data
issac/BarkatouJ18,keyword4,indexing,keyword4
issac/Jeannerod02,data modeling,data management,computer vision
issac/EderP11,keyword2,keyword2,keyword2
issac/Ivanyos00,data modeling,keyword1,computer vision
issac/GiesbrechtLS98,data management,keyword4,keyword4
issac/Marzinkewitsch91,data storage,keyword4,keyword3
issac/GiesbrechtLL06,data storage,data querying,big data
issac/0001B15,computer vision,keyword3,keyword2
issac/BeckerW91,keyword3,data management,data storage
issac/GanzhaMS90,big data,data processing,data modeling
issac/HoeijM04,keyword2,computer vision,big data
issac/ChouG90,data modeling,indexing,keyword3
issac/ScottF90,data management,data querying,keyword1
issac/ChenKK14,data processing,data storage,data modeling
issac/Sergeraert88,keyword3,big data,data modeling
issac/Kemper08,data management,computer vision,data storage
issac/Vaccon14,data processing,keyword1,data modeling
issac/MulhollandM01,keyword3,keyword1,indexing
issac/CzaporG86,data querying,keyword1,data modeling
issac/Zharkov93,data modeling,computer vision,keyword3
issac/RienerD18,keyword2,computer vision,data management
issac/RecioSV18,keyword2,data processing,keyword3
issac/DoraT86,keyword4,keyword4,keyword1
issac/MeunierS03,computer vision,indexing,keyword2
issac/CantoneC93,keyword2,indexing,data storage
issac/Minimair03,data management,data querying,data querying
issac/LeykinS07,indexing,data management,data modeling
issac/CoopermanFT95,computer vision,data processing,computer vision
issac/Forrest17,big data,indexing,indexing
issac/BeckermannCL02,data querying,keyword2,big data
issac/Zolotykh97,data processing,data modeling,data management
issac/ChaH09,keyword3,data modeling,keyword1
issac/Schicho02,keyword3,big data,keyword4
issac/BoulierLOP95,keyword4,keyword1,data querying
issac/RustR97,data processing,big data,keyword1
issac/Leykin08,data management,keyword4,computer vision
issac/Painter92,data management,data management,keyword4
issac/BernardinCK99,data modeling,data modeling,data storage
issac/Munro16,keyword4,data storage,data management
issac/Sommese18,data storage,big data,keyword3
issac/MaZ12,data processing,keyword1,data processing
issac/HoevenLS13,data processing,indexing,data processing
issac/Schwarz91,big data,computer vision,big data
issac/Astrelin91,data management,computer vision,indexing
issac/CovanovMMW19,data modeling,keyword2,keyword1
issac/DoraR97,data management,indexing,keyword1
issac/Burge91,computer vision,indexing,data storage
issac/DickensteinE02,data management,computer vision,keyword1
issac/Lucks86,keyword4,big data,keyword2
issac/KaltofenL94,keyword1,data querying,keyword4
issac/Moenck76,keyword2,data storage,data querying
issac/ChenM11,keyword3,data processing,computer vision
issac/YakubovichL91,data querying,data storage,data querying
issac/Goto14,data modeling,keyword4,data modeling
issac/KauersS06,data management,data storage,big data
issac/Parrilo13,data storage,data modeling,keyword2
issac/Geddes86,data management,indexing,big data
issac/KadyrsizovaR08,data storage,keyword1,computer vision
issac/DinS03,keyword4,keyword3,computer vision
issac/GiesbrechtKL02,data modeling,keyword2,indexing
issac/Wissmann88,indexing,big data,data storage
issac/LetichevskyKK91,data management,indexing,indexing
issac/Sims97,data modeling,data storage,keyword1
issac/WangM76,keyword4,big data,data querying
issac/Gates86,keyword1,computer vision,data processing
issac/ChenSV13,keyword4,data modeling,data querying
issac/Sagraloff12,keyword4,big data,data management
issac/Mishna17,data querying,data modeling,keyword2
issac/ElsheikhGNS12,keyword2,data storage,data storage
issac/Perez-DiazS05,keyword1,data processing,data modeling
issac/BournezGP12,data management,big data,keyword3
issac/MakarimS17,keyword4,keyword1,data management
issac/Siebert-Roch89,keyword4,keyword2,data processing
issac/MansfieldS03,computer vision,keyword4,computer vision
issac/Rybowicz91,keyword3,keyword3,big data
issac/CoopermanR03,keyword3,data storage,keyword2
issac/Cooperman86,keyword3,keyword1,data storage
issac/LiN19,data processing,data querying,computer vision
issac/BronsteinMW97,keyword4,indexing,data management
issac/Norman90,keyword3,big data,keyword3
issac/CarusoVV19,data modeling,keyword2,keyword4
issac/Abramov10,keyword1,keyword4,data storage
issac/RenbaoLZ86,keyword3,keyword2,keyword4
issac/PanMRQT07,keyword4,data storage,data storage
issac/GelinKL17,data querying,keyword1,keyword1
issac/Korelc01,data storage,computer vision,computer vision
issac/BoerP17,data modeling,data querying,big data
issac/Betten13,keyword4,data storage,data querying
issac/CannyR91,indexing,keyword4,data management
issac/Mansfield08,keyword3,data storage,data modeling
issac/ComerKP12,data processing,keyword1,keyword3
issac/ErascuH14,data management,keyword1,indexing
issac/BermanF94,indexing,big data,data management
issac/JeannerodP99,indexing,keyword1,data querying
issac/LiLL17,data processing,data storage,data processing
issac/HubertL12,keyword4,data management,computer vision
issac/Bronstein94,keyword2,data management,data querying
issac/Rump10,keyword1,keyword1,big data
issac/KaltofenY14,data processing,data storage,big data
issac/Milowski04,data management,indexing,data processing
issac/Garcia-MarcoKP18,keyword2,indexing,computer vision
issac/McCallum03,keyword3,data storage,data management
issac/BeaumontBDP05,data processing,data storage,data modeling
issac/Sagraloff14,data modeling,data querying,data modeling
issac/BarkatouBP08,data modeling,data processing,data storage
issac/Shaska03,computer vision,data modeling,keyword1
issac/AbramovZ96,keyword2,big data,keyword4
issac/HyunLS17,data querying,keyword4,keyword4
issac/CasasCH07,data storage,data modeling,indexing
issac/KulkarniRNS18,keyword4,keyword2,computer vision
issac/KannoYAH09,keyword1,keyword4,data management
issac/DiazK98,data processing,keyword3,indexing
issac/AdrovicV12,big data,big data,indexing
issac/YangZ05,keyword4,keyword4,data querying
issac/KaltofenZ06,computer vision,keyword4,data modeling
issac/Harris94,data modeling,computer vision,keyword3
issac/Lehobey97,computer vision,keyword1,computer vision
issac/JeffreyR98,keyword2,keyword3,computer vision
issac/LyakhovGM17,data modeling,data processing,data storage
issac/PearceH81,data processing,keyword4,data management
issac/GathenH96,data modeling,data processing,big data
issac/Lauer76,keyword1,keyword3,keyword3
issac/Hoeij96,keyword3,keyword4,big data
issac/Lanam81,data storage,data management,keyword1
issac/BachmairD86,data processing,keyword1,data management
issac/ElkadiG07,computer vision,indexing,keyword4
issac/Janovitz-FreireichRS06,indexing,indexing,data storage
issac/MusserS88,big data,data management,data storage
issac/Worrell17,indexing,data processing,data management
issac/GreenHS00,data modeling,big data,keyword1
issac/Pillwein13,data modeling,data processing,keyword2
issac/Roy12,data modeling,data querying,keyword4
issac/Stoutemyer14,keyword1,data management,data storage
issac/DolehW90,data processing,indexing,data storage
issac/Ruffo07,big data,keyword2,data management
issac/Roach97,data querying,big data,computer vision
issac/BradfordDEEGGHK17,keyword3,computer vision,data querying
issac/ChenS05,data processing,keyword4,indexing
issac/KaltofenK08,keyword3,data management,data modeling
issac/SasakiM81,keyword2,data management,keyword3
issac/FaugereDV13,keyword4,big data,keyword4
issac/Bundgen91,big data,computer vision,keyword3
issac/LiMP09,data management,data modeling,data processing
issac/Kousidis19,data storage,data storage,data storage
issac/Strassen81,data processing,keyword1,computer vision
issac/Hulpke18,data processing,indexing,indexing
issac/Tsarev05,keyword2,indexing,keyword4
issac/AbdaliCS86,data management,keyword4,keyword2
issac/CabarcasD11,keyword1,indexing,keyword3
issac/Hong92,keyword2,computer vision,keyword1
issac/Brown13,data querying,indexing,keyword1
issac/Butler86,big data,big data,data querying
issac/ChenCMM17,big data,keyword4,data management
issac/KaltofenLW90,data storage,data querying,keyword2
issac/Roy93,keyword3,data management,big data
issac/Sturm15,data querying,data storage,data management
issac/PanZ10,indexing,data processing,keyword4
issac/Griss76,big data,data processing,data modeling
issac/Grigoryev88,keyword4,computer vision,data storage
issac/RomeroS12,keyword3,big data,data storage
issac/BostanDS16,computer vision,keyword2,keyword1
issac/Abbott89,data storage,data management,keyword3
issac/MurrayR89,indexing,computer vision,keyword4
issac/Pinkert76,keyword3,keyword2,data management
issac/BessonovOS13,data modeling,data management,data storage
issac/FurukawaSK86,keyword2,indexing,indexing
issac/HanrotM01,keyword4,big data,keyword1
issac/Buse01,data querying,data management,keyword3
issac/EderPP17,big data,keyword4,keyword3
issac/LicciardiM94,computer vision,data processing,indexing
issac/BostanCD16,data processing,data storage,keyword4
issac/VillardM99,keyword3,computer vision,data management
issac/JohnsonKLRR06,data storage,computer vision,computer vision
issac/Hoeij94,keyword2,data processing,data management
issac/Zima93,data processing,data modeling,indexing
issac/Eriksson04,data modeling,keyword4,data management
issac/McCallum99,data storage,data management,data processing
issac/AchatzMW08,keyword3,data storage,big data
issac/DumasPS13,keyword1,data processing,computer vision
issac/Hoeven02,keyword4,data management,data modeling
issac/OHearnS89,data querying,keyword3,keyword4
issac/Anai14,data storage,keyword3,keyword2
issac/Shackell93,computer vision,data storage,data management
issac/AnaiW00,data modeling,keyword2,data modeling
issac/Moitra15,data querying,data querying,data querying
issac/Kalkbrener90,keyword4,indexing,data modeling
issac/SunW11,keyword3,computer vision,keyword1
issac/MingshengL01,computer vision,keyword2,keyword2
issac/Pospelov11,keyword1,keyword1,big data
issac/SasakiK81,data storage,data storage,data querying
issac/Schlegel91,big data,keyword2,keyword4
issac/MurrayR90,big data,data management,data modeling
issac/Oki19,computer vision,keyword1,data storage
issac/MuldersS00,data storage,data management,data storage
issac/Epstein76,data storage,keyword2,data modeling
issac/EgnerPB97,computer vision,big data,keyword3
issac/Sharir18,big data,big data,keyword2
issac/PoteauxR15,data querying,big data,keyword4
issac/KawanoS13,data storage,data querying,keyword1
issac/AlcazarHM16,data storage,keyword3,keyword1
issac/ArnborgF86,data processing,data storage,keyword2
issac/KislenkovMZ99,keyword4,keyword4,keyword3
issac/HubertR03,data querying,keyword4,data processing
issac/DavenportR86,keyword3,big data,keyword1
issac/FeoDS14,keyword2,keyword4,data processing
issac/Wavrik99,data processing,data modeling,keyword1
issac/BorstGH94,keyword1,data modeling,data querying
issac/EmirisMT16,keyword4,keyword4,computer vision
issac/BrunickGHS99,data modeling,data modeling,computer vision
issac/Laubenbacher03,keyword3,data querying,keyword4
issac/BiasseF12,big data,data management,indexing
issac/Jimenez-PastorP18,data processing,data querying,keyword2
issac/Burgisser11,computer vision,keyword2,big data
issac/Porter89,indexing,computer vision,data querying
issac/AbramovB98,data querying,data storage,data storage
issac/LambertS17,keyword2,computer vision,indexing
issac/LiangJM08,data querying,keyword3,data querying
issac/MonaganW00,keyword1,computer vision,data querying
issac/CarvajalCG05,data storage,keyword1,big data
issac/TourC88,big data,keyword1,keyword3
issac/FaugereS12,data storage,data management,data storage
issac/BeckermannL09,keyword2,data processing,keyword1
issac/ChyzakKS09,data storage,big data,data querying
issac/Zeng03,big data,keyword1,indexing
issac/MehlhornS09,big data,data modeling,keyword3
issac/Hietarinta92,big data,keyword2,data modeling
issac/KoppenhagenM96,data modeling,indexing,keyword3
issac/CorlessJK97,data modeling,data processing,data storage
issac/Watanabe81,keyword1,keyword4,keyword4
issac/PoteauxR08,data management,data storage,data storage
issac/ArmandoB01,data management,keyword3,data modeling
issac/LiSYL11,keyword1,indexing,keyword4
issac/Caboara93,keyword1,indexing,data modeling
issac/BroadberyGW95,computer vision,computer vision,data processing
issac/Schonhage91,data storage,data modeling,data management
issac/Sharma07,data storage,computer vision,keyword2
issac/Abramov06,data querying,data processing,computer vision
issac/LebretonS12,data modeling,keyword1,keyword2
issac/ReinhartS96,data modeling,big data,data querying
issac/Bacher96,keyword1,data storage,data processing
issac/Fateman90,keyword4,keyword1,indexing
issac/LinL93,data storage,keyword1,data modeling
issac/Levin18,big data,keyword4,computer vision
issac/JenksT81,data querying,data processing,data querying
issac/GianniMT88,data modeling,computer vision,indexing
issac/LuMW17,data management,keyword2,data management
issac/FukasakuIS15,keyword3,keyword2,keyword3
issac/Chaffy-Camus88,data management,indexing,data processing
issac/GuoL11,computer vision,data management,data querying
issac/MicciancioW01,keyword2,big data,data processing
issac/ArnoldK15,keyword2,data management,big data
issac/RecioG94,data querying,data management,keyword1
issac/Levandovskyy06,data querying,keyword2,data processing
issac/BarendregtC00,data modeling,keyword4,keyword4
issac/ZilicR99,data storage,indexing,keyword1
issac/DavenportGT91,keyword2,keyword3,computer vision
issac/Trager76,data storage,data modeling,data querying
issac/FatemanT03,data querying,data management,data management
issac/RecioSV04,data modeling,keyword2,keyword2
issac/BronsteinF99,indexing,big data,big data
issac/GraseggerV17,keyword4,data querying,data querying
issac/FaugereSS16,keyword1,keyword4,keyword2
issac/LakshmanCJ98,data management,keyword1,big data
issac/CorlessJW14,keyword2,data modeling,keyword4
issac/CoopermanFYT94,keyword4,data modeling,data querying
issac/TraversoZ02,data storage,data storage,keyword1
issac/MuslehS19,data management,keyword4,keyword4
issac/DumasP18,keyword3,data querying,keyword4
issac/AusielloMN88,data processing,keyword4,data management
issac/ContiGR10,keyword4,indexing,data querying
issac/InoueS07,big data,data processing,keyword4
issac/Laplagne06,data modeling,keyword1,computer vision
issac/HauensteinHL14,keyword2,data management,keyword1
issac/ChtcherbaK00,keyword2,keyword4,keyword1
issac/RosenkranzS15,keyword3,computer vision,keyword3
issac/Woestijne05,keyword3,big data,keyword1
issac/Richardson93,big data,keyword3,big data
issac/Maza06,indexing,keyword4,keyword1
issac/Li17,data modeling,data storage,keyword1
issac/GiorgiN18,data processing,keyword1,computer vision
issac/MagronSW19,data management,keyword4,data management
issac/HoevenL12,big data,indexing,data management
issac/Stetter96,computer vision,data storage,computer vision
issac/LiuP19,keyword2,big data,keyword3
issac/Singer88,computer vision,data processing,keyword4
issac/Macutan99,keyword2,data modeling,data management
issac/BostanLS13,keyword1,data storage,data storage
issac/AmirkhanovZZ91,data querying,big data,data storage
issac/JingM17,indexing,big data,keyword3
issac/Aoyama17,data management,keyword4,keyword4
issac/ShiC10,big data,indexing,data modeling
issac/LevandovskyyS03,data querying,data management,data querying
issac/DunstanKLM98,big data,data processing,data storage
issac/NoroT92,keyword3,keyword4,data storage
issac/PauderisS12,indexing,computer vision,indexing
issac/Gil92,keyword4,keyword3,data modeling
issac/Takayama90a,data querying,data processing,data processing
issac/CorlessGT97,indexing,keyword4,data modeling
issac/Hoeij13,computer vision,keyword3,keyword1
issac/GerdtR10,data management,indexing,data modeling
issac/ChenHLW16,data processing,computer vision,keyword4
issac/FaugereM11,data modeling,keyword2,indexing
issac/KornyakF91,data querying,keyword3,computer vision
issac/TragerY76,keyword4,data management,data processing
issac/MolenkampGH91,big data,data storage,data processing
issac/MinhPH98,keyword4,data storage,big data
issac/GiustiLV88,keyword4,keyword1,data querying
issac/MutrieBC92,keyword2,keyword4,data modeling
issac/Weispfenning93,computer vision,computer vision,keyword1
issac/Yamasaki90,data management,indexing,data management
issac/Stehle17,data management,keyword2,data processing
issac/BronsteinS93,keyword4,keyword1,indexing
issac/GiorgiGR19,data querying,data storage,data querying
issac/Gatemann90,data modeling,keyword3,computer vision
issac/AnanthD11,indexing,keyword4,computer vision
issac/LebretonMS13,data modeling,keyword3,keyword1
issac/CantoneCF88,keyword3,data modeling,keyword1
issac/EmirisKZ15,indexing,data processing,data processing
issac/AbramovBP95,indexing,keyword1,computer vision
issac/BrainDG17,keyword1,data querying,data processing
issac/HaqueHMM17,data querying,data querying,indexing
issac/SuzukiS02,data modeling,keyword2,data modeling
issac/KapurSW11,data processing,keyword3,indexing
issac/Emiris16,computer vision,keyword4,data querying
issac/Ida09,keyword1,big data,computer vision
issac/IlyinKRT91,computer vision,data processing,data storage
issac/AruliahCGS07,data modeling,keyword3,data storage
issac/Golden86,keyword1,keyword2,keyword4
issac/FioravantiGS07,computer vision,data modeling,keyword2
issac/HarrisonS06,keyword3,keyword4,data querying
issac/ZhouL14,keyword4,indexing,data processing
issac/Giusti89,keyword2,data processing,data modeling
issac/CrouchGL91,data processing,data modeling,keyword4
issac/Eberly16,big data,big data,data querying
issac/KhodadadM06,data querying,keyword3,keyword4
issac/Hulpke98,keyword4,big data,computer vision
issac/ZengD04,data storage,keyword3,data modeling
issac/BodnarS00,keyword3,data management,computer vision
issac/Kauers08,keyword1,data modeling,data storage
issac/LakshmanS94,computer vision,data management,data storage
issac/Doye99,data querying,keyword2,data storage
issac/KaltofenP14,data querying,keyword1,data modeling
issac/Oaku12,keyword2,keyword4,data modeling
issac/HyunMSS19,data processing,data management,computer vision
issac/WangTSC86,keyword4,keyword4,data modeling
issac/Basu97,keyword3,big data,keyword4
issac/Kalkbrener93,keyword1,data modeling,indexing
issac/Stachniak90,data storage,data management,keyword2
issac/DoraT81,indexing,big data,keyword3
issac/Fateman92,keyword2,keyword1,data querying
issac/MengJ14,keyword1,data processing,data querying
issac/BettaleFP12,computer vision,data management,keyword1
issac/Strzebonski18,keyword2,data management,indexing
issac/FujimuraN97,data storage,keyword2,data querying
issac/BenderFT19,data querying,data management,keyword3
issac/Smedley90,computer vision,keyword4,data modeling
issac/Sato98,indexing,big data,keyword2
issac/Khanin01,keyword3,data management,keyword4
issac/BrandS16,keyword1,data management,keyword4
issac/KoganM02,indexing,data querying,keyword3
issac/ZhangL12,data modeling,keyword3,keyword1
issac/Schneider16,data storage,data storage,data querying
issac/SharmaW88,keyword4,data storage,data processing
