,key,author
8166,mfi/Song08,Taek Lyul Song
8167,mfi/0003GH06,Dominik Henrich
8168,mfi/0003GH06,Stefan Kuhn 0003
8169,mfi/0003GH06,Thorsten Gecks
8170,mfi/KrupkeNW014,Dennis Krupke
8171,mfi/KrupkeNW014,Florens Wasserfall
8172,mfi/KrupkeNW014,Jianwei Zhang 0001
8173,mfi/KrupkeNW014,Martin Noeske
8174,mfi/YangSG14,Di Guo
8175,mfi/YangSG14,Fuchun Sun
8176,mfi/YangSG14,Haolin Yang
8177,mfi/HanXLW14,Jing Han
8178,mfi/HanXLW14,Lun Xie
8179,mfi/HanXLW14,Xin Liu
8180,mfi/HanXLW14,Zhiliang Wang
8181,mfi/FurukawaDZRD15,Gamini Dissanayake
8182,mfi/FurukawaDZRD15,Jason Ziglar
8183,mfi/FurukawaDZRD15,Lakshitha Dantanarayana
8184,mfi/FurukawaDZRD15,Ravindra Ranasinghe
8185,mfi/FurukawaDZRD15,Tomonari Furukawa
8186,mfi/ShiL12,Jiaxi Shi
8187,mfi/ShiL12,Tim C. Lueth
8188,mfi/FukusatoSNY08,Eri Sato-Shimokawara
8189,mfi/FukusatoSNY08,Jun Nakazato
8190,mfi/FukusatoSNY08,Toru Yamaguchi
8191,mfi/FukusatoSNY08,Yusuke Fukusato
8192,mfi/LuoEH16,Chung-Kai Hsieh
8193,mfi/LuoEH16,Ren C. Luo
8194,mfi/LuoEH16,Vincent Wei Sen Ee
8195,mfi/NiuMZ14,Jiacai Zhang
8196,mfi/NiuMZ14,Jialu Niu
8197,mfi/NiuMZ14,Xinyue Ma
8198,mfi/SunKZZ14,Bo Sun 0009
8199,mfi/SunKZZ14,Jianwei Zhang 0001
8200,mfi/SunKZZ14,Liwei Zhang
8201,mfi/SunKZZ14,Weiwei Kong
8202,mfi/TaoWWGXC14,Fang Chen
8203,mfi/TaoWWGXC14,Hegen Xiong
8204,mfi/TaoWWGXC14,Long Guo
8205,mfi/TaoWWGXC14,Tianmiao Wang
8206,mfi/TaoWWGXC14,Yong Tao
8207,mfi/TaoWWGXC14,Yunqing Wang
8208,mfi/HuletskiKK16,Arthur Huletski
8209,mfi/HuletskiKK16,Dmitriy Kartashov
8210,mfi/HuletskiKK16,Kirill Krinkin
8211,mfi/SawoK16,Eckhard Kempkens
8212,mfi/SawoK16,Felix Sawo
8213,mfi/YuanPDMG16,Axel Gern
8214,mfi/YuanPDMG16,Bharanidhar Duraisamy
8215,mfi/YuanPDMG16,Janis Peukert
8216,mfi/YuanPDMG16,Michael Maile
8217,mfi/YuanPDMG16,Ting Yuan
8218,mfi/BakrL17,Muhammad Abu Bakr
8219,mfi/BakrL17,Sukhan Lee 0001
8220,mfi/SanderB06,Jennifer Sander
8221,mfi/SanderB06,JÃ¼rgen Beyerer
8222,mfi/FeitenBFZGT16,Dhiraj Gulati
8223,mfi/FeitenBFZGT16,Feihu Zhang
8224,mfi/FeitenBFZGT16,Michael Fiegert
8225,mfi/FeitenBFZGT16,Susana Alcalde BagÃ¼Ã©s
8226,mfi/FeitenBFZGT16,Tim Tiedemann
8227,mfi/FeitenBFZGT16,Wendelin Feiten
8228,mfi/XuWCY12,B. X. Cao
8229,mfi/XuWCY12,J. Y. Wang
8230,mfi/XuWCY12,J. Yang
8231,mfi/XuWCY12,Y. Xu
8232,mfi/LagerTM17,Elin Anna Topp
8233,mfi/LagerTM17,Jacek Malec
8234,mfi/LagerTM17,MÃ¥rten Lager
8235,mfi/NakamotoI15,Takamichi Nakamoto
8236,mfi/NakamotoI15,Takayoshi Inuma
8237,mfi/KanLZS15,Dou Zi
8238,mfi/KanLZS15,Ee-May Kan
8239,mfi/KanLZS15,Kan Siew Leong
8240,mfi/KanLZS15,Yvonne Soh
8241,mfi/WangY14,Liejun Wang
8242,mfi/WangY14,Ting Yan
8243,mfi/RaoMHH016,Chris Y. T. Ma
8244,mfi/RaoMHH016,Fei He
8245,mfi/RaoMHH016,Jun Zhuang 0001
8246,mfi/RaoMHH016,Kjell Hausken
8247,mfi/RaoMHH016,Nageswara S. V. Rao
8248,mfi/WangSDNFF16,Enrico Natalizio
8249,mfi/WangSDNFF16,Isabelle Fantoni
8250,mfi/WangSDNFF16,Tom Drummond
8251,mfi/WangSDNFF16,Vincent FrÃ©mont
8252,mfi/WangSDNFF16,Xiaoqin Wang
8253,mfi/WangSDNFF16,Y. Ahmet Sekercioglu
8254,mfi/LeivasBDFH10,Celina HÃ¤ffele
8255,mfi/LeivasBDFH10,Gabriel Leivas Oliveira
8256,mfi/LeivasBDFH10,MÃ´nica da Silva Figueiredo
8257,mfi/LeivasBDFH10,Paulo Drews Jr.
8258,mfi/LeivasBDFH10,Silvia S. C. Botelho
8259,mfi/RamerSSZF15,Christina Ramer
8260,mfi/RamerSSZF15,Julian Sessner
8261,mfi/RamerSSZF15,JÃ¶rg Franke
8262,mfi/RamerSSZF15,Michael Scholz
8263,mfi/RamerSSZF15,Xu Zhang
8264,mfi/ReinhardtKH14,Marc Reinhardt
8265,mfi/ReinhardtKH14,Sanjeev Kulkarni
8266,mfi/ReinhardtKH14,Uwe D. Hanebeck
8267,mfi/LiFXSDL15,Jianting Fu
8268,mfi/LiFXSDL15,Linfei Xiong
8269,mfi/LiFXSDL15,Rahman Davoodi
8270,mfi/LiFXSDL15,Xiufei Li
8271,mfi/LiFXSDL15,Yao Li
8272,mfi/LiFXSDL15,Yizhi Shi
8273,mfi/Mahler15,Ronald P. S. Mahler
8274,mfi/StankovicIAS16,Khaled Obaid Al Ali
8275,mfi/StankovicIAS16,Milos S. Stankovic
8276,mfi/StankovicIAS16,Nemanja Ilic
8277,mfi/StankovicIAS16,Srdjan S. Stankovic
8278,mfi/PathakVB012,Andreas Birk 0002
8279,mfi/PathakVB012,Francisc Bungiu
8280,mfi/PathakVB012,Kaustubh Pathak
8281,mfi/PathakVB012,Narunas Vaskevicius
8282,mfi/LiuTZY12,Chun Zhang
8283,mfi/LiuTZY12,Shigang Yue
8284,mfi/LiuTZY12,Shuanglong Liu
8285,mfi/LiuTZY12,Yuchao Tang
8286,mfi/JiangZCH14,Jiejie Chen
8287,mfi/JiangZCH14,Ping Jiang
8288,mfi/JiangZCH14,Tingwen Huang
8289,mfi/JiangZCH14,Zhigang Zeng
8290,mfi/AtifL16,Muhammad Atif
8291,mfi/AtifL16,Sukhan Lee 0001
8292,mfi/BohringerG06,Alexander Geistler
8293,mfi/BohringerG06,Frank BÃ¶hringer
8294,mfi/XiaoLS14,Chun-Yi Su
8295,mfi/XiaoLS14,Hanzhen Xiao
8296,mfi/XiaoLS14,Zhijun Li
8297,mfi/HuPH14,Qimin Peng
8298,mfi/HuPH14,Xiaohui Hu
8299,mfi/HuPH14,Yan Hu
8300,mfi/Chen14,Guo Li Chen
8301,mfi/GonencTRGTI15,Berk Gonenc
8302,mfi/GonencTRGTI15,Cameron N. Riviere
8303,mfi/GonencTRGTI15,Iulian Iordachita
8304,mfi/GonencTRGTI15,Nhat Tran
8305,mfi/GonencTRGTI15,Peter Gehlbach
8306,mfi/GonencTRGTI15,Russell H. Taylor
8307,mfi/LeeKTO08,Bong Keun Kim
8308,mfi/LeeKTO08,Jae Hoon Lee
8309,mfi/LeeKTO08,Kohtaro Ohba
8310,mfi/LeeKTO08,Tamio Tanikawa
8311,mfi/BurgertKGBCMLS06,Claire Chalopin
8312,mfi/BurgertKGBCMLS06,Gero StrauÃŸ
8313,mfi/BurgertKGBCMLS06,Heinz U. Lemke
8314,mfi/BurgertKGBCMLS06,Michael Gessat
8315,mfi/BurgertKGBCMLS06,Oliver Burgert
8316,mfi/BurgertKGBCMLS06,Rafael Mayoral
8317,mfi/BurgertKGBCMLS06,Stefan Bohn
8318,mfi/BurgertKGBCMLS06,Werner Korb
8319,mfi/NakamuraYS08,Atsuhiro Nakamura
8320,mfi/NakamuraYS08,Eri Sato-Shimokawara
8321,mfi/NakamuraYS08,Toru Yamaguchi
8322,mfi/XuCWS08,Haixia Wang
8323,mfi/XuCWS08,Lin Xu
8324,mfi/XuCWS08,Maoyong Cao
8325,mfi/XuCWS08,Ning Sun
8326,mfi/SuWZYZ14,Bo Yan
8327,mfi/SuWZYZ14,Caiqun Wang
8328,mfi/SuWZYZ14,Hong Zheng
8329,mfi/SuWZYZ14,Hongyi Su
8330,mfi/SuWZYZ14,Ye Zhu
8331,mfi/WinklerVWP12,Heinz WÃ¶rn
8332,mfi/WinklerVWP12,Libor Preucil
8333,mfi/WinklerVWP12,Lutz Winkler
8334,mfi/WinklerVWP12,Vojtech VonÃ¡sek
8335,mfi/WuBGSRBC16,Chase Q. Wu
8336,mfi/WuBGSRBC16,Guthrie Cordone
8337,mfi/WuBGSRBC16,Kayla M. Grieme
8338,mfi/WuBGSRBC16,Mark L. Berry
8339,mfi/WuBGSRBC16,Nageswara S. V. Rao
8340,mfi/WuBGSRBC16,Richard R. Brooks
8341,mfi/WuBGSRBC16,Satyabrata Sen
8342,mfi/LuGHH12,Fei Hu 0001
8343,mfi/LuGHH12,Jiang Lu
8344,mfi/LuGHH12,Jiaqi Gong
8345,mfi/LuGHH12,Qi Hao
8346,mfi/NoackSH16,Benjamin Noack
8347,mfi/NoackSH16,Joris Sijs
8348,mfi/NoackSH16,Uwe D. Hanebeck
8349,mfi/KawataMHOY08,Akihisa Ohya
8350,mfi/KawataMHOY08,Hirohiko Kawata
8351,mfi/KawataMHOY08,Kohei Miyachi
8352,mfi/KawataMHOY08,Shin'ichi Yuta
8353,mfi/KawataMHOY08,Yoshitaka Hara
8354,mfi/Schwendner12,Jakob Schwendner
8355,mfi/ThigpenS08,James Thigpen
8356,mfi/ThigpenS08,Shishir Shah
8357,mfi/WallhoffAR06,Frank Wallhoff
8358,mfi/WallhoffAR06,Gerhard Rigoll
8359,mfi/WallhoffAR06,Markus AblaÃŸmeier
8360,mfi/DaumHN16,Arjang Noushin
8361,mfi/DaumHN16,Fred Daum
8362,mfi/DaumHN16,Jim Huang
8363,mfi/HeLWH14,Chen Hu
8364,mfi/HeLWH14,Dongdong Liu
8365,mfi/HeLWH14,Jian He
8366,mfi/HeLWH14,Zhijiang Wan
8367,mfi/KimJKK08,Bonghyup Kang
8368,mfi/KimJKK08,Changwon Jeon
8369,mfi/KimJKK08,Dongjun Kim
8370,mfi/KimJKK08,Hanseok Ko
8371,mfi/LimPALPAC17,Artur Pereira
8372,mfi/LimPALPAC17,Bernardo Cunha
8373,mfi/LimPALPAC17,Eurico Pedrosa
8374,mfi/LimPALPAC17,Filipe Amaral
8375,mfi/LimPALPAC17,Gi Hyun Lim
8376,mfi/LimPALPAC17,JosÃ© LuÃ­s Azevedo
8377,mfi/LimPALPAC17,Nuno Lau
8378,mfi/LuoLL08,Ming Han Li
8379,mfi/LuoLL08,Ren C. Luo
8380,mfi/LuoLL08,Zhi Wen Li
8381,mfi/DorrBGL16,Felipe Garcia Lopez
8382,mfi/DorrBGL16,Matthias Gruhler
8383,mfi/DorrBGL16,Paul Barsch
8384,mfi/DorrBGL16,Stefan DÃ¶rr
8385,mfi/Rigatos12,Gerasimos G. Rigatos
8386,mfi/SunZ12,Chengjin Zhang
8387,mfi/SunZ12,Jiabing Sun
8388,mfi/VaciSF16,Gian Luca Foresti
8389,mfi/VaciSF16,Lauro Snidaro
8390,mfi/VaciSF16,Lubos Vaci
8391,mfi/MinWH14,De-Shuang Huang
8392,mfi/MinWH14,Hai Min
8393,mfi/MinWH14,Xiao-Feng Wang
8394,mfi/KimAKK08,Heedong Ko
8395,mfi/KimAKK08,Hyoung-Gon Kim
8396,mfi/KimAKK08,Ig-Jae Kim
8397,mfi/KimAKK08,Sang Chul Ahn
8398,mfi/ChoiKS17,Chang Sik Son
8399,mfi/ChoiKS17,Rock-Hyun Choi
8400,mfi/ChoiKS17,Won-Seok Kang
8401,mfi/VashpanovSK08,Jung-Young Son
8402,mfi/VashpanovSK08,Kae-Dal Kwack
8403,mfi/VashpanovSK08,Yuriy Vashpanov
8404,mfi/MumoloNCV08,Alberto Codognotto
8405,mfi/MumoloNCV08,Enzo Mumolo
8406,mfi/MumoloNCV08,Gianni Vercelli
8407,mfi/MumoloNCV08,Massimiliano Nolich
8408,mfi/LeeL06,Seongsoo Lee
8409,mfi/LeeL06,Sukhan Lee 0001
8410,mfi/DanakRM06,Amir Danak
8411,mfi/DanakRM06,Ashkan Rahimi-Kian
8412,mfi/DanakRM06,Behzad Moshiri
8413,mfi/HoubenDB16,David Droeschel
8414,mfi/HoubenDB16,Sebastian Houben
8415,mfi/HoubenDB16,Sven Behnke
8416,mfi/RomeroBEP16,Adrian Rechy Romero
8417,mfi/RomeroBEP16,Alberto Elfes
8418,mfi/RomeroBEP16,Andreas Pfrunder
8419,mfi/RomeroBEP16,Paulo Vinicius Koerich Borges
8420,mfi/GaoGRGL12,Hailang Ge
8421,mfi/GaoGRGL12,Jinjun Rao
8422,mfi/GaoGRGL12,Jun Luo
8423,mfi/GaoGRGL12,Tongyue Gao
8424,mfi/GaoGRGL12,Zhenbang Gong
8425,mfi/TanweerSS14,Muhammad Rizwan Tanweer
8426,mfi/TanweerSS14,Narasimhan Sundararajan
8427,mfi/TanweerSS14,Sundaram Suresh
8428,mfi/GasiorBGGK16,Adam Bondyra
8429,mfi/GasiorBGGK16,Andrzej J. Kasinski
8430,mfi/GasiorBGGK16,Przemyslaw Gasior
8431,mfi/GasiorBGGK16,Stanislaw Gardecki
8432,mfi/GasiorBGGK16,Wojciech Giernacki
8433,mfi/LuoNS17,Changjoo Nam
8434,mfi/LuoNS17,Katia P. Sycara
8435,mfi/LuoNS17,Wenhao Luo
8436,mfi/RahimiS14,Mehdi Rahimi
8437,mfi/RahimiS14,Yantao Shen
8438,mfi/KaravasA15,George K. Karavas
8439,mfi/KaravasA15,Panagiotis K. Artemiadis
8440,mfi/0004D06,Christian Hoffmann 0004
8441,mfi/0004D06,Thao Dang
8442,mfi/PfeiferLP17,Peter Protzel
8443,mfi/PfeiferLP17,Sven Lange
8444,mfi/PfeiferLP17,Tim Pfeifer
8445,mfi/Wang14,Jianjun Wang
8446,mfi/NilssonK16,Axel Klekamp
8447,mfi/NilssonK16,Sofie Nilsson
8448,mfi/KhaliliWBJRRGFC10,Cindy Cicalese
8449,mfi/KhaliliWBJRRGFC10,Garry M. Jacyna
8450,mfi/KhaliliWBJRRGFC10,Keven Ring
8451,mfi/KhaliliWBJRRGFC10,Kevin Forbes
8452,mfi/KhaliliWBJRRGFC10,Mey Khalili
8453,mfi/KhaliliWBJRRGFC10,Richard M. Weatherly
8454,mfi/KhaliliWBJRRGFC10,Robert H. Bolling
8455,mfi/KhaliliWBJRRGFC10,Robert J. Grabowski
8456,mfi/KhaliliWBJRRGFC10,Scott Robbins
8457,mfi/WuZD14,Hai Zhang
8458,mfi/WuZD14,Ping Wu
8459,mfi/WuZD14,RuiFeng Du
8460,mfi/ZeaFSH16,Antonio Zea
8461,mfi/ZeaFSH16,Florian Faion
8462,mfi/ZeaFSH16,Jannik Steinbring
8463,mfi/ZeaFSH16,Uwe D. Hanebeck
8464,mfi/Hegarty-CraverG15,Edward Grant
8465,mfi/Hegarty-CraverG15,Lawrence Reid
8466,mfi/Hegarty-CraverG15,Meghan Hegarty-Craver
8467,mfi/HuberBDH08,Hugh Durrant-Whyte
8468,mfi/HuberBDH08,Marco F. Huber
8469,mfi/HuberBDH08,Tim Bailey
8470,mfi/HuberBDH08,Uwe D. Hanebeck
8471,mfi/YuL17,Beom Hee Lee 0001
8472,mfi/YuL17,H. W. Yu
8473,mfi/Keyrouz15,Fakheredine Keyrouz
8474,mfi/RuchanurucksOI06,Katsushi Ikeuchi
8475,mfi/RuchanurucksOI06,Koichi Ogawara
8476,mfi/RuchanurucksOI06,Miti Ruchanurucks
8477,mfi/HendrichK010,Denis Klimentjew
8478,mfi/HendrichK010,Jianwei Zhang 0001
8479,mfi/HendrichK010,Norman Hendrich
8480,mfi/WangPH14,Jian Wang
8481,mfi/WangPH14,Qimin Peng
8482,mfi/WangPH14,Xiaohui Hu
8483,mfi/LigorioS15,Angelo M. Sabatini
8484,mfi/LigorioS15,Gabriele Ligorio
8485,mfi/MorinoT17,Masaki Takahashi
8486,mfi/MorinoT17,Saori Morino
8487,mfi/DangLH16,Anh Duc Dang
8488,mfi/DangLH16,Hung Manh La
8489,mfi/DangLH16,Joachim Horn
8490,mfi/LiuWS12,Lujia Wang
8491,mfi/LiuWS12,Ming Liu 0001
8492,mfi/LiuWS12,Roland Siegwart
8493,mfi/SongWWP12,Ping Song
8494,mfi/SongWWP12,Xiaoyue Wang
8495,mfi/SongWWP12,Yiping Wang
8496,mfi/SongWWP12,Zhiqiang Pan
8497,mfi/KhaleghiKK10,Alaa M. Khamis
8498,mfi/KhaleghiKK10,Bahador Khaleghi
8499,mfi/KhaleghiKK10,Fakhreddine Karray
8500,mfi/LiuCWW12,Jingchuan Wang
8501,mfi/LiuCWW12,Weidong Chen 0001
8502,mfi/LiuCWW12,Yong Wang
8503,mfi/LiuCWW12,Zhe Liu
8504,mfi/LiuCJZWZ14,Bo Wang
8505,mfi/LiuCJZWZ14,Chang Liu
8506,mfi/LiuCJZWZ14,Qingjie Zhao
8507,mfi/LiuCJZWZ14,Ruipeng Cao
8508,mfi/LiuCJZWZ14,Sa Jia
8509,mfi/LiuCJZWZ14,Yanan Zhang
8510,mfi/DinhK15,Solmaz S. Kia
8511,mfi/DinhK15,Vu Dinh
8512,mfi/LindnerW08,Gerd Wanielik
8513,mfi/LindnerW08,Philipp Lindner
8514,mfi/WeserWH006,Daniel Westhoff
8515,mfi/WeserWH006,Jianwei Zhang 0001
8516,mfi/WeserWH006,Markus HÃ¼ser
8517,mfi/WeserWH006,Martin Weser
8518,mfi/HombalSB10,Arthur C. Sanderson
8519,mfi/HombalSB10,D. Richard Blidberg
8520,mfi/HombalSB10,Vadiraj Hombal
8521,mfi/KabacinskiK16,Mateusz Kowalski
8522,mfi/KabacinskiK16,Rafal Kabacinski
8523,mfi/KohlhaasSSZ10,J. Marius ZÃ¶llner
8524,mfi/KohlhaasSSZ10,Marcus Strand
8525,mfi/KohlhaasSSZ10,Ralf Kohlhaas
8526,mfi/KohlhaasSSZ10,Thomas Schamm
8527,mfi/UddinKT17a,Jim TÃ¸rresen
8528,mfi/UddinKT17a,Md. Zia Uddin
8529,mfi/UddinKT17a,Weria Khaksar
8530,mfi/KanekoKKIMTS06,Eiichiro Sugimoto
8531,mfi/KanekoKKIMTS06,Hidetoshi Tsukamoto
8532,mfi/KanekoKKIMTS06,Hiromu K. Mishima
8533,mfi/KanekoKKIMTS06,Makoto Kaneko
8534,mfi/KanekoKKIMTS06,Roland Kempf
8535,mfi/KanekoKKIMTS06,Yoshichika Iida
8536,mfi/KanekoKKIMTS06,Yuichi Kurita
8537,mfi/LuoS12,Yantao Shen
8538,mfi/LuoS12,Yudong Luo
8539,mfi/LiC14,Jianchao Li
8540,mfi/LiC14,Zhongyi Chu
8541,mfi/BaierKT16,Denis Krompass
8542,mfi/BaierKT16,Stephan Baier
8543,mfi/BaierKT16,Volker Tresp
8544,mfi/ZhangBGYC12,Christopher M. Bingham
8545,mfi/ZhangBGYC12,Jun Chen 0009
8546,mfi/ZhangBGYC12,Michael Gallimore
8547,mfi/ZhangBGYC12,Yu Zhang 0001
8548,mfi/ZhangBGYC12,Zhijing Yang
8549,mfi/BurkaHHKGHDK16,Alex Burka
8550,mfi/BurkaHHKGHDK16,Katherine J. Kuchenbecker
8551,mfi/BurkaHHKGHDK16,Lisa Anne Hendricks
8552,mfi/BurkaHHKGHDK16,Shweta Krishnan
8553,mfi/BurkaHHKGHDK16,Siyao Hu
8554,mfi/BurkaHHKGHDK16,Stuart Helgeson
8555,mfi/BurkaHHKGHDK16,Trevor Darrell
8556,mfi/BurkaHHKGHDK16,Yang Gao
8557,mfi/PfaffKPMNKGHWSL17,Benjamin Noack
8558,mfi/PfaffKPMNKGHWSL17,Christoph Pieper
8559,mfi/PfaffKPMNKGHWSL17,Florian Pfaff
8560,mfi/PfaffKPMNKGHWSL17,Georg Maier
8561,mfi/PfaffKPMNKGHWSL17,Gerhard Kurz
8562,mfi/PfaffKPMNKGHWSL17,Harald Kruggel-Emden
8563,mfi/PfaffKPMNKGHWSL17,JÃ¼rgen Beyerer
8564,mfi/PfaffKPMNKGHWSL17,Robin Gruna
8565,mfi/PfaffKPMNKGHWSL17,Siegmar Wirtz
8566,mfi/PfaffKPMNKGHWSL17,Thomas LÃ¤ngle
8567,mfi/PfaffKPMNKGHWSL17,Uwe D. Hanebeck
8568,mfi/PfaffKPMNKGHWSL17,Viktor Scherer
8569,mfi/KurzPH16,Florian Pfaff
8570,mfi/KurzPH16,Gerhard Kurz
8571,mfi/KurzPH16,Uwe D. Hanebeck
8572,mfi/XuCWSZ12,Gang Chen
8573,mfi/XuCWSZ12,Jiajun Wang
8574,mfi/XuCWSZ12,Lishuang Xu
8575,mfi/XuCWSZ12,Ruimin Shen
8576,mfi/XuCWSZ12,Shen Zhao
8577,mfi/HeST17,Antonios Tsourdos
8578,mfi/HeST17,Hyo-Sang Shin
8579,mfi/HeST17,Shaoming He
8580,mfi/YangLF14,Liyou Fang
8581,mfi/YangLF14,Tieshan Li
8582,mfi/YangLF14,Xiaohui Yang
8583,mfi/KoplinE08,Moritz Koplin
8584,mfi/KoplinE08,Wilfried Elmenreich
8585,mfi/BaumH10,Marcus Baum
8586,mfi/BaumH10,Uwe D. Hanebeck
8587,mfi/StolkinRTF12,David Rees
8588,mfi/StolkinRTF12,Ionut Florescu
8589,mfi/StolkinRTF12,Mohammed Talha
8590,mfi/StolkinRTF12,Rustam Stolkin
8591,mfi/0002FTD12,Jorge Dias 0001
8592,mfi/0002FTD12,Jorge Lobo 0002
8593,mfi/0002FTD12,JoÃ£o Filipe Ferreira
8594,mfi/0002FTD12,Pedro Trindade
8595,mfi/FangS14,Bin Fang 0003
8596,mfi/FangS14,Fuchun Sun
8597,mfi/ShinAL17,Dae-Ryong Ahn
8598,mfi/ShinAL17,Hyuck-Kee Lee
8599,mfi/ShinAL17,Seong-Geun Shin
8600,mfi/GuanHZ14,Haojun Guan
8601,mfi/GuanHZ14,Jianwei Zhang 0001
8602,mfi/GuanHZ14,Weipeng He
8603,mfi/Lim16,Gi Hyun Lim
8604,mfi/CarballoOY08,Akihisa Ohya
8605,mfi/CarballoOY08,Alexander Carballo
8606,mfi/CarballoOY08,Shin'ichi Yuta
8607,mfi/Skrzypczynski06,Piotr Skrzypczynski
8608,mfi/XiangJLSLHW16,Cong Wang
8609,mfi/XiangJLSLHW16,Fan Jiang
8610,mfi/XiangJLSLHW16,Gongjin Lan
8611,mfi/XiangJLSLHW16,Guocheng Liu
8612,mfi/XiangJLSLHW16,Jiaming Sun
8613,mfi/XiangJLSLHW16,Qi Hao
8614,mfi/XiangJLSLHW16,Tian Xiang
8615,mfi/BrighamKRLW12,B. V. K. Vijaya Kumar
8616,mfi/BrighamKRLW12,Katharine Brigham
8617,mfi/BrighamKRLW12,Nageswara S. V. Rao
8618,mfi/BrighamKRLW12,Qiang Liu 0007
8619,mfi/BrighamKRLW12,Xin Wang 0001
8620,mfi/ZhangSHY12,Bin Yu
8621,mfi/ZhangSHY12,Caixia Song
8622,mfi/ZhangSHY12,Jun Zhang
8623,mfi/ZhangSHY12,Ying Hu
8624,mfi/ChaoCDC10,Calvin Coopmans
8625,mfi/ChaoCDC10,Haiyang Chao
8626,mfi/ChaoCDC10,Long Di
8627,mfi/ChaoCDC10,YangQuan Chen
8628,mfi/ZhaoHY14,Shiqiang Hu
8629,mfi/ZhaoHY14,Yanchun Zhao
8630,mfi/ZhaoHY14,Yongsheng Yang
8631,mfi/BaumNH15,Benjamin Noack
8632,mfi/BaumNH15,Marcus Baum
8633,mfi/BaumNH15,Uwe D. Hanebeck
8634,mfi/DongZX14,Fanjiang Xu
8635,mfi/DongZX14,Jinfang Zhang
8636,mfi/DongZX14,Yue Dong
8637,mfi/KangSKYHK08,Chull Hwan Song
8638,mfi/KangSKYHK08,Dongil Han
8639,mfi/KangSKYHK08,Hanhoon Kang
8640,mfi/KangSKYHK08,Hyoung-Gon Kim
8641,mfi/KangSKYHK08,Seong Joon Yoo
8642,mfi/KangSKYHK08,Young Chul Kim
8643,mfi/FaionZNSH16,Antonio Zea
8644,mfi/FaionZNSH16,Benjamin Noack
8645,mfi/FaionZNSH16,Florian Faion
8646,mfi/FaionZNSH16,Jannik Steinbring
8647,mfi/FaionZNSH16,Uwe D. Hanebeck
8648,mfi/TogashiKF16,Hiroaki Togashi
8649,mfi/TogashiKF16,Hiroshi Furukawa
8650,mfi/TogashiKF16,Yasuaki Koga
8651,mfi/KlimentjewH010,Denis Klimentjew
8652,mfi/KlimentjewH010,Jianwei Zhang 0001
8653,mfi/KlimentjewH010,Norman Hendrich
8654,mfi/PauerLTW14,Christoph Ledermann
8655,mfi/PauerLTW14,Heinz WÃ¶rn
8656,mfi/PauerLTW14,Hendrikje Pauer
8657,mfi/PauerLTW14,Wilderich Tuschmann
8658,mfi/FengSZM14,Fanwen Min
8659,mfi/FengSZM14,Tingfang Zhang
8660,mfi/FengSZM14,Yuanyuan Su
8661,mfi/FengSZM14,Zhiquan Feng
8662,mfi/LongYFLL14,Jianzhuo Yan
8663,mfi/LongYFLL14,Liying Fang
8664,mfi/LongYFLL14,Liying Long
8665,mfi/LongYFLL14,Pengying Li
8666,mfi/LongYFLL14,Xinyue Liu
8667,mfi/ReddivariYJLLX14,B. Xu
8668,mfi/ReddivariYJLLX14,C. Yang
8669,mfi/ReddivariYJLLX14,H. Reddivari
8670,mfi/ReddivariYJLLX14,P. Liang
8671,mfi/ReddivariYJLLX14,Z. Ju
8672,mfi/ReddivariYJLLX14,Z. Li
8673,mfi/PengshuaiT14,Han Pengshuai
8674,mfi/PengshuaiT14,Wen Tao
8675,mfi/YangBG16,Karl GranstrÃ¶m
8676,mfi/YangBG16,Marcus Baum
8677,mfi/YangBG16,Shishan Yang
8678,mfi/Opitz06,Felix Opitz
8679,mfi/SanderR16,Frank Reinert
8680,mfi/SanderR16,Jennifer Sander
8681,mfi/HerdtweckC12,Christian Herdtweck
8682,mfi/HerdtweckC12,CristÃ³bal Curio
8683,mfi/KongZZ014,Daibing Zhang
8684,mfi/KongZZ014,Dianle Zhou
8685,mfi/KongZZ014,Jianwei Zhang 0001
8686,mfi/KongZZ014,Weiwei Kong
8687,mfi/SpaenlehauerFSF17,Ariane Spaenlehauer
8688,mfi/SpaenlehauerFSF17,Isabelle Fantoni
8689,mfi/SpaenlehauerFSF17,Vincent FrÃ©mont
8690,mfi/SpaenlehauerFSF17,Y. Ahmet Sekercioglu
8691,mfi/FuYMY14,Hengtai Ma
8692,mfi/FuYMY14,Xiaowei Yi
8693,mfi/FuYMY14,Xiaowei Yi
8694,mfi/FuYMY14,Yong Fu
8695,mfi/KimY17a,Do Young Kim
8696,mfi/KimY17a,Dongwon Yun
8697,mfi/TuyenLVC17,Le Pham Tuyen 0001
8698,mfi/TuyenLVC17,Md. Abu Layek
8699,mfi/TuyenLVC17,Ngo Anh Vien
8700,mfi/TuyenLVC17,TaeChoong Chung
8701,mfi/DiasLSL16,Gi Hyun Lim
8702,mfi/DiasLSL16,JoÃ£o M. Silva
8703,mfi/DiasLSL16,Nuno Lau
8704,mfi/DiasLSL16,Ricardo Dias
8705,mfi/TakH08,Eenjun Hwang
8706,mfi/TakH08,Yoonsik Tak
8707,mfi/HornBD06,Alexander Bachmann 0001
8708,mfi/HornBD06,Jan Horn
8709,mfi/HornBD06,Thao Dang
8710,mfi/MahlischHRD06,Klaus Dietmayer
8711,mfi/MahlischHRD06,Mirko MÃ¤hlisch
8712,mfi/MahlischHRD06,Rudiger Hering
