key,title,year,crossref
tcos/RocheA09,Behavioural Characterization for Network Anomaly Detection.,2009,tcos/2009-4
tcos/SnaselKGA13,Self Organising Maps on Compute Unified Device Architecture for the Performance Monitoring of Emergency Call-Taking Centre.,2013,tcos/2013-21
tcos/ElbakryEE09,Neural Network Representation for the Forces and Torque of the Eccentric Sphere Model.,2009,tcos/2009-3
tcos/FanZT10,Signcryption with Non-interactive Non-repudiation without Random Oracles.,2010,tcos/2010-10
tcos/TilmanneD12,Continuous Control of Style and Style Transitions through Linear Interpolation in Hidden Markov Model Based Walk Synthesis.,2012,tcos/2012-16
tcos/HoritaT11,An FPGA-Based Fault-Tolerant 2D Systolic Array for Matrix Multiplications.,2011,tcos/2011-13
tcos/Chakraborty18,Advanced Monitoring Based Intrusion Detection System for Distributed and Intelligent Energy Theft: DIET Attack in Advanced Metering Infrastructure.,2018,tcos/2018-31
tcos/PatanaSR13,Adaptive Generation of Color Anaglyph.,2013,tcos/2013-19
tcos/IakushkinSV16,Application Control and Horizontal Scaling in Modern Cloud Middleware.,2016,tcos/2016-27
tcos/HonidenHSW10,Approximate Shortest Path Queries Using Voronoi Duals.,2010,tcos/2010-9
tcos/OhmoriK14,Incrementally Modular Abstraction Hierarchy Using Algebraic Topology.,2014,tcos/2014-23
tcos/MenshikovaBLPZ13,Virtual Reality Technology for the Visual Perception Study.,2013,tcos/2013-19
tcos/IslamHH09,SHWMP: A Secure Hybrid Wireless Mesh Protocol for IEEE 802.11s Wireless Mesh Networks.,2009,tcos/2009-6
tcos/BertazzonO09,Evaluating the Use of Alternative Distance Metrics in Spatial Regression Analysis of Health Data: A Spatio-temporal Comparison.,2009,tcos/2009-6
tcos/DasDT19,Machine Learning in Hybrid Environment for Information Identification with Remotely Sensed Image Data.,2019,tcos/2019-34
tcos/TomarVT13,Cluster Based RSU Centric Channel Access for VANETs.,2013,tcos/2013-17
tcos/Prasolova-ForlandFDMH14,Preparing for International Operations and Developing Scenarios for Inter-cultural Communication in a Cyberworld: A Norwegian Army Example.,2014,tcos/2014-23
tcos/FujiiS10,Properties and an Approximation Algorithm of Round-Tour Voronoi Diagrams.,2010,tcos/2010-9
tcos/MorozovGFS13,Asynchronous Immersive Classes in a 3D Virtual World: Extended Description of vAcademia.,2013,tcos/2013-18
tcos/MadureiraPA13,Developing Issues for Ant Colony System Based Approach for Scheduling Problems.,2013,tcos/2013-21
tcos/OlsenS09,A Discrete Approach to Multiresolution Curves and Surfaces.,2009,tcos/2009-6
tcos/HopmannGTV11,Bridging Digital and Physical Worlds Using Tangible Drag-and-Drop Interfaces.,2011,tcos/2011-12
tcos/Wallgrun10,Voronoi Graph Matching for Robot Localization and Mapping.,2010,tcos/2010-9
tcos/ChenKCW11a,Applying Augmented Reality to Consumer Garment Try-On Experience.,2011,tcos/2011-13
tcos/HarrisonW10,GPU Accelerated Cryptography as an OS Service.,2010,tcos/2010-11
tcos/MehtaDK16,A Secure Encryption Method for Biometric Templates Based on Chaotic Theory.,2016,tcos/2016-27
tcos/GoukoI10,Environmental Modeling and Identification Based on Changes in Sensory Information.,2010,tcos/2010-8
tcos/CabidduA17,Processing Large Geometric Datasets in Distributed Environments.,2017,tcos/2017-29
tcos/DickersonGDZ11,Round-Trip Voronoi Diagrams and Doubling Density in Geographic Networks.,2011,tcos/2011-14
tcos/OhmoriK12,Visualization of Joinery Using Homotopy Theory and Attaching Maps.,2012,tcos/2012-16
tcos/LimLSLKSKAW18,EEG-Based Mental Workload and Stress Monitoring of Crew Members in Maritime Virtual Simulator.,2018,tcos/2018-32
tcos/Greer09,Images as Symbols: An Associative Neurotransmitter-Field Model of the Brodmann Areas.,2009,tcos/2009-5
tcos/PedersenGT18,OpenGL|D - An Alternative Approach to Multi-user Architecture.,2018,tcos/2018-32
tcos/HarrisonC09,Dyna: A Tool for Dynamic Knowledge Modeling.,2009,tcos/2009-5
tcos/MalekianZ10,NTRU-Like Public Key Cryptosystems beyond Dedekind Domain up to Alternative Algebra.,2010,tcos/2010-10
tcos/YildirimU16,Data Mining via Association Rules for Power Ramps Detected by Clustering or Optimization.,2016,tcos/2016-28
tcos/Fridenfalk16,Application for Real-Time Generation of Mathematically Defined 3D Worlds.,2016,tcos/2016-28
tcos/HarrisonMS12,Analysis of Inverse Snyder Optimizations.,2012,tcos/2012-16
tcos/MoghadamTN14,Synthesis and Optimization by Quantum Circuit Description Language.,2014,tcos/2014-24
tcos/MilesWLTR16,A Community-Built Virtual Heritage Collection.,2016,tcos/2016-26
tcos/Wang08b,Toward a Generic Mathematical Model of Abstract Game Theories.,2008,tcos/2008-2
tcos/Borruso09,"Geographical Analysis of Foreign Immigration and Spatial Patterns in Urban Areas: Density Estimation, Spatial Segregation and Diversity Analysis.",2009,tcos/2009-6
tcos/MohamedGY13,Recognizing Avatar Faces Using Wavelet-Based Adaptive Local Binary Patterns with Directional Statistical Features.,2013,tcos/2013-18
tcos/Kenwright13,Real-Time Reactive Biped Characters - Staying Upright and Balanced.,2013,tcos/2013-18
tcos/TomarV11,Neural Network Based Lane Change Trajectory Prediction in Autonomous Vehicles.,2011,tcos/2011-13
tcos/Tujillo-OlayaV10,Hardware Architectures for Elliptic Curve Cryptoprocessors Using Polynomial and Gaussian Normal Basis over GF(2,2010,tcos/2010-11
tcos/KimWKRBK10,Protein-Ligand Docking Based on Beta-Shape.,2010,tcos/2010-9
tcos/BhuvaneswariVS10,Distance Based Transmission Power Control Scheme for Indoor Wireless Sensor Network.,2010,tcos/2010-11
tcos/EdelsbrunnerKHSF16,Constructive Roofs from Solid Building Primitives.,2016,tcos/2016-26
tcos/BediVT10,NPT Based Video Watermarking with Non-overlapping Block Matching.,2010,tcos/2010-11
tcos/ThapliyalAS09,Efficient Reversible Logic Design of BCD Subtractors.,2009,tcos/2009-3
tcos/SingaraveluV13,Practicability of HFE Scheme for Wireless Sensor Network.,2013,tcos/2013-17
tcos/BiasiKK11,Mollified Zone Diagrams and Their Computation.,2011,tcos/2011-14
tcos/SzymkowskiS18,A Novel Approach of Retinal Disorder Diagnosing Using Optical Coherence Tomography Scanners.,2018,tcos/2018-31
tcos/El-Tawil09,The Average Solution of a Stochastic Nonlinear Schrodinger Equation under Stochastic Complex Non-homogeneity and Complex Initial Conditions.,2009,tcos/2009-3
tcos/Attene17,ImatiSTL - Fast and Reliable Mesh Processing with a Hybrid Kernel.,2017,tcos/2017-29
tcos/AntonMG09,The Voronoi Diagram of Circles and Its Application to the Visualization of the Growth of Particles.,2009,tcos/2009-3
tcos/BandyopadhyayRD14,Improved Cube List Based Cube Pairing Approach for Synthesis of ESOP Based Reversible Logic.,2014,tcos/2014-24
tcos/MilyaevB13,Learning Graph Laplacian for Image Segmentation.,2013,tcos/2013-19
tcos/Gavrilova17,Emerging Directions in Virtual Worlds and Biometric Security Research.,2017,tcos/2017-30
tcos/LiuS13,Real-Time Fractal-Based Valence Level Recognition from EEG.,2013,tcos/2013-18
tcos/HuW09,Knowledge Reduction of Covering Approximation Space.,2009,tcos/2009-5
tcos/AleshinABKKN12,Visual 3D Perception of Motion Environment and Visibility Factors in Virtual Space.,2012,tcos/2012-16
tcos/ChaurasiaS19,Trust Computation in VANET Cloud.,2019,tcos/2019-34
tcos/SourinEGS16,Problems of Human-Computer Interaction in Cyberworlds.,2016,tcos/2016-28
tcos/ChatterjeeGBCD15,Medical Image Fusion Using Daubechies Complex Wavelet and Near Set.,2015,tcos/2015-25
tcos/FranzoniG09,Guidelines for Web Usability and Accessibility on the Nintendo Wii.,2009,tcos/2009-6
tcos/YenCZL10,A New Peer-to-Peer Micropayment Protocol Based on Transferable Debt Token.,2010,tcos/2010-10
tcos/Balint-KurtiBGGHNS10,Grid-Technology for Chemical Reactions Calculation.,2010,tcos/2010-7
tcos/PereiraMOA13,Tuning Meta-Heuristics Using Multi-agent Learning in a Scheduling System.,2013,tcos/2013-21
tcos/RiffMN10,C-Strategy: A Dynamic Adaptive Strategy for the CLONALG Algorithm.,2010,tcos/2010-8
tcos/ZhangZZQZ08,Missing Value Imputation Based on Data Clustering.,2008,tcos/2008-1
tcos/SahinUGU12,Self Organization for Area Coverage Maximization and Energy Conservation in Mobile Ad Hoc Networks.,2012,tcos/2012-15
tcos/TL12,Modeling and Analyzing the Human Cognitive Limits for Perception in Crowd Simulation.,2012,tcos/2012-16
tcos/RegazzoniEPGGMDPPLI09,Evaluating Resistance of MCML Technology to Power Analysis Attacks Using a Simulation-Based Methodology.,2009,tcos/2009-4
tcos/HouLLLSMW16,CogniMeter: EEG-Based Brain States Monitoring.,2016,tcos/2016-28
tcos/RahmanG17,Comparison Analysis of Overt and Covert Mental Stimuli of Brain Signal for Person Identification.,2017,tcos/2017-30
tcos/BoonmaS12,Accelerated Evolution: A Biologically-Inspired Approach for Augmenting Self-star Properties in Wireless Sensor Networks.,2012,tcos/2012-15
tcos/LopezNP08,A Comparative Study of STOPA and RTPA.,2008,tcos/2008-2
tcos/SoundrapandiyanR15,Perceptual Visualization Enhancement of Infrared Images Using Fuzzy Sets.,2015,tcos/2015-25
tcos/Wang08a,On Mathematical Laws of Software.,2008,tcos/2008-2
tcos/LiuS14,Real-Time Subject-Dependent EEG-Based Emotion Recognition Algorithm.,2014,tcos/2014-23
tcos/JiangQT11,A Computational-Geometry Approach to Digital Image Contour Extraction.,2011,tcos/2011-13
tcos/HalleVCD12,A Logical Approach to Data-Aware Automated Sequence Generation.,2012,tcos/2012-15
tcos/ReganCG18,Algebraic and Logical Emulations of Quantum Circuits.,2018,tcos/2018-31
tcos/NavratS13,Beehive Based Machine to Give Snapshot of the Ongoing Stories on the Web.,2013,tcos/2013-21
tcos/JhaLN13,Driving Robots Using Emotions.,2013,tcos/2013-21
tcos/SherstyukK14,Collision-Free Navigation with Extended Terrain Maps.,2014,tcos/2014-23
tcos/0002SNN12,Function-Based Single and Dual Point Haptic Interaction in Cyberworlds.,2012,tcos/2012-16
tcos/Wang08,On Contemporary Denotational Mathematics for Computational Intelligence.,2008,tcos/2008-2
tcos/Kalantari13,The State of the Art of Voronoi Diagram Research.,2013,tcos/2013-20
tcos/HeWF13,A Combined Position Evaluation Function in Chinese Chess Computer Game.,2013,tcos/2013-17
tcos/NescherK13,Using Head Tracking Data for Robust Short Term Path Prediction of Human Locomotion.,2013,tcos/2013-18
tcos/GavrilovaY11,Applying Biometric Principles to Avatar Recognition.,2011,tcos/2011-12
tcos/Gleibman09,Intelligent Processing of an Unrestricted Text in First Order String Calculus.,2009,tcos/2009-5
tcos/ProtoABOC10,Statistical Model Applied to NetFlow for Network Intrusion Detection.,2010,tcos/2010-11
tcos/ZohraG18,Image Quality-Based Illumination-Invariant Face Recognition.,2018,tcos/2018-32
tcos/SametSB16,An Efficient Pose Tolerant Face Recognition Approach.,2016,tcos/2016-26
tcos/Vyatkina09,On the Structure of Straight Skeletons.,2009,tcos/2009-6
tcos/DaneseLM09,Geostatistics in Historical Macroseismic Data Analysis.,2009,tcos/2009-6
tcos/GuptaD19,Received Power Analysis of Cooperative WSN Deployed in Adjustible Antenna Height Environment.,2019,tcos/2019-34
tcos/SultanaPG16,Identifying Users from Online Interactions in Twitter.,2016,tcos/2016-26
tcos/VassevM12,Developing Autonomic Properties for Distributed Pattern-Recognition Systems with ASSL - A Distributed MARF Case Study.,2012,tcos/2012-15
tcos/OhmoriK13,Mathematical Foundations for Designing a 3-Dimensional Sketch Book.,2013,tcos/2013-18
tcos/VoloshinMG14,Fast Calculation of the Empty Volume in Molecular Systems by the Use of Voronoi-Delaunay Subsimplexes.,2014,tcos/2014-22
tcos/LiWWP12,Error-Controllable Simplification of Point Cloud.,2012,tcos/2012-16
tcos/DuttaD09,Secure and Efficient Group Key Agreements for Cluster Based Networks.,2009,tcos/2009-4
tcos/Livesu19,Cinolib: A Generic Programming Header Only C++ Library for Processing Polygonal and Polyhedral Meshes.,2019,tcos/2019-34
tcos/SametS17,Analysis of Relationship Between Modes of Intercomputer Communications and Fault Types in Redundant Computer Systems.,2017,tcos/2017-29
tcos/LiuL08,Rough Logic and Its Reasoning.,2008,tcos/2008-2
tcos/WeygaertVEJPPHEKBHFHECT11,"Alpha, Betti and the Megaparsec Universe: On the Topology of the Cosmic Web.",2011,tcos/2011-14
tcos/ItoSYM14,Audio-Visual Art Performance System Using Computer Video Output Based on Component Video to Audio Signal Conversion.,2014,tcos/2014-23
tcos/SamihWMKS14,Collaborative Memories in Clusters: Opportunities and Challenges.,2014,tcos/2014-22
tcos/KodamaSK12,Example of Business Applications Using the Numerical Value and Exponential Calculation of the Cellular Data System.,2012,tcos/2012-16
tcos/LindskogB09,The Design and Implementation of Secure Socket SCTP.,2009,tcos/2009-6
tcos/LizarazoE09,Improving Urban Land Cover Classification Using Fuzzy Image Segmentation.,2009,tcos/2009-6
tcos/ArganyMKG11,A GIS Based Wireless Sensor Network Coverage Estimation and Optimization: A Voronoi Approach.,2011,tcos/2011-14
tcos/DasTG17,Decision Fusion for Classification of Content Based Image Data.,2017,tcos/2017-29
tcos/KasperOP10,A Versatile Framework for Implementation Attacks on Cryptographic RFIDs and Embedded Devices.,2010,tcos/2010-10
tcos/NakataS08,Applying Rough Sets to Information Tables Containing Possibilistic Values.,2008,tcos/2008-2
tcos/Thapliyal16,Mapping of Subtractor and Adder-Subtractor Circuits on Reversible Quantum Gates.,2016,tcos/2016-27
tcos/PilyuginMAP13,Some Theoretical Issues of Scientific Visualization as a Method of Data Analysis.,2013,tcos/2013-19
tcos/MaiaBO10,Implementation of Multivariate Quadratic Quasigroup for Wireless Sensor Network.,2010,tcos/2010-11
tcos/LuoZCLLS11,HumDPM: A Decision Process Model for Modeling Human-Like Behaviors in Time-Critical and Uncertain Situations.,2011,tcos/2011-12
tcos/Bondarev13,Analysis of Space-Time Flow Structures by Optimization and Visualization Methods.,2013,tcos/2013-19
tcos/TakanamiF19,A Built-In Circuit for Self-reconfiguring Mesh-Connected Processor Arrays with Spares on Diagonal.,2019,tcos/2019-34
tcos/PorubovBB10,Compensation of the Scheme Dispersion and Dissipation by Artificial Non-linear Additions.,2010,tcos/2010-7
tcos/Kravchenko18,BER,2018,tcos/2018-33
tcos/HaoZ09,The Power of Anonymous Veto in Public Discussion.,2009,tcos/2009-4
tcos/SilomonR18,Assessing Opinions on Software as a Weapon in the Context of (Inter)national Security.,2018,tcos/2018-32
tcos/KarimipourG13,Voronoi-Based Medial Axis Approximation from Samples: Issues and Solutions.,2013,tcos/2013-20
tcos/PerumallaY14,Towards Reversible Basic Linear Algebra Subprograms: A Performance Study.,2014,tcos/2014-24
tcos/Nuangjumnong16,The Influences of Online Gaming on Leadership Development.,2016,tcos/2016-26
tcos/ZhangJZZ09,Missing Data Analysis: A Kernel-Based Multi-Imputation Approach.,2009,tcos/2009-3
tcos/JarvisH11,Range Based Cybernavigation in Natural Known Environments.,2011,tcos/2011-12
tcos/FuHI13,Proximity and Motion Planning on ℓ1-Rigid Planar Periodic Graphs.,2013,tcos/2013-20
tcos/RyuM09,Scheme to Prevent Packet Loss during PMIPv6 Handover.,2009,tcos/2009-6
tcos/SiddavaatamS18,A Delta-Diagram Based Synthesis for Cross Layer Optimization Modeling of IoT.,2018,tcos/2018-33
tcos/Dailyudenko08,Comparative Analysis of Electrocardiogram Data by Means of Temporal Locality Approach with Additional Normalization.,2008,tcos/2008-1
tcos/KantiTB17,A Novel Multiple Antennas Based Centralized Spectrum Sensing Technique.,2017,tcos/2017-29
tcos/AliWLSWZ16,Applying Geometric Function on Sensors 3D Gait Data for Human Identification.,2016,tcos/2016-26
tcos/CastroCMD08,Building Fuzzy Inference Systems with a New Interval Type-2 Fuzzy Logic Toolbox.,2008,tcos/2008-1
tcos/ZotosH13,Distributed Rendering for Interactive Multi-screen Visualization Environments Based on XNA Game Studio.,2013,tcos/2013-18
tcos/KannanRP10,Modified Bias Field Fuzzy C-Means for Effective Segmentation of Brain MRI.,2010,tcos/2010-8
tcos/MostafaviBH10,Geosimulation of Geographic Dynamics Based on Voronoi Diagram.,2010,tcos/2010-9
tcos/LysenkovE13,Pose Refinement of Transparent Rigid Objects with a Stereo Camera.,2013,tcos/2013-19
tcos/TcholtchevS14,Framework for Ensuring Runtime Stability of Control Loops in Multi-agent Networked Environments.,2014,tcos/2014-22
tcos/HounsellBS14,3D Reconstruction from Planar Contours: Analysis of Heuristic Tiling Approaches.,2014,tcos/2014-22
tcos/RemolarCQGCRR11,Design of a Multiuser Virtual Trade Fair Using a Game Engine.,2011,tcos/2011-12
tcos/XiaoLYZ14,$\sqrt 3$ -Subdivision Wavelets for Sharp Features Preservation.,2014,tcos/2014-22
tcos/BalliuM10,A Weakest Precondition Approach to Robustness.,2010,tcos/2010-10
tcos/XiangLTZP11,Real-Time Spatial and Depth Upsampling for Range Data.,2011,tcos/2011-12
tcos/ChhabraSLH10,An Analysis of Secure Processor Architectures.,2010,tcos/2010-7
tcos/HeadleandJWPTC16,How the Perceived Identity of a NPC Companion Influences Player Behavior.,2016,tcos/2016-28
tcos/EisenbarthPW10,Building a Side Channel Based Disassembler.,2010,tcos/2010-10
tcos/HoumbRRC10,Trust-Based Security Level Evaluation Using Bayesian Belief Networks.,2010,tcos/2010-10
tcos/NK13,Incorporating Highly Explorative Methods to Improve the Performance of Variable Neighborhood Search.,2013,tcos/2013-21
tcos/MiocAGM10,Kinetic Line Voronoi Operations and Their Reversibility.,2010,tcos/2010-9
tcos/Zhang08,Quantifying Knowledge Base Inconsistency Via Fixpoint Semantics.,2008,tcos/2008-2
tcos/CattaniS09,Wavelet Analysis of Spike Train in the Fitzhugh Model.,2009,tcos/2009-6
tcos/VlasovFW13,Haptic Rendering of Volume Data with Collision Detection Guarantee Using Path Finding.,2013,tcos/2013-18
tcos/PangSSCU11,Reconstructing Multiresolution Mesh for Web Visualization Based on PDE Resampling.,2011,tcos/2011-12
tcos/Wang09,Toward a Formal Knowledge System Theory and Its Cognitive Informatics Foundations.,2009,tcos/2009-5
tcos/AlmasizadehA09,A Method for Estimation of the Success Probability of an Intrusion Process by Considering the Temporal Aspects of the Attacker Behavior.,2009,tcos/2009-4
tcos/TingZH11,Generating Situation Awareness for Time Critical Decision Making.,2011,tcos/2011-12
tcos/OmataKM14,Experiments for Emotion Estimation from Biological Signals and Its Application.,2014,tcos/2014-23
tcos/SepulvedaPSC10,Implementation of QoSS (Quality-of-Security Service) for NoC-Based SoC Protection.,2010,tcos/2010-10
tcos/Rao10,A Foundation of Demand-Side Resource Management in Distributed Systems.,2010,tcos/2010-8
tcos/RenZ08,Partners Selection in Multi-Agent Systems by Using Linear and Non-linear Approaches.,2008,tcos/2008-1
tcos/FanLZ11,Continuous-Time Moving Network Voronoi Diagram.,2011,tcos/2011-14
tcos/WangWAZJSZ16,Scale-Invariant Heat Kernel Mapping for Shape Analysis.,2016,tcos/2016-26
tcos/El-Tawil08,The Homotopy Wiener-Hermite Expansion and Perturbation Technique (WHEP).,2008,tcos/2008-1
tcos/FuWYWZZ16,Generating Chinese Calligraphy on Freeform Shapes.,2016,tcos/2016-28
tcos/YangPC12,Physically-Based Haptic Rendering for Virtual Hand Interaction.,2012,tcos/2012-16
tcos/SeoKRLMK14,BetaMDGP: Protein Structure Determination Algorithm Based on the Beta-complex.,2014,tcos/2014-22
tcos/RitsosGBSR13,Training Interpreters Using Virtual Worlds.,2013,tcos/2013-18
tcos/Oshita14,Multi-touch Interface and Motion Control Model for Interactive Character Animation.,2014,tcos/2014-23
tcos/Marghany09,Volterra - Lax-Wendroff Algorithm for Modelling Sea Surface Flow Pattern from Jason-1 Satellite Altimeter Data.,2009,tcos/2009-6
tcos/JayashreeTA17,Efficient Circuit Design of Reversible Square.,2017,tcos/2017-29
tcos/FrolovVKG13,Implementing Irradiance Cache in a GPU Realistic Renderer.,2013,tcos/2013-19
tcos/BazazianG15,A Hybrid Method for Context-Based Gait Recognition Based on Behavioral and Social Traits.,2015,tcos/2015-25
tcos/AokiA16,Mark Projection on Real World with Precise Measurement of Angular Velocity for Helping Picking Works.,2016,tcos/2016-28
tcos/AsanoT10,In-Place Linear-Time Algorithms for Euclidean Distance Transform.,2010,tcos/2010-8
tcos/LiWY10,SEAODV: A Security Enhanced AODV Routing Protocol for Wireless Mesh Networks.,2010,tcos/2010-11
tcos/ZohraG17,KINECT Face Recognition Using Occluded Area Localization Method.,2017,tcos/2017-30
tcos/SharmaZAB11,Fast Streaming 3D Level Set Segmentation on the GPU for Smooth Multi-phase Segmentation.,2011,tcos/2011-13
tcos/BerkowitzKKM13,On Properties of Forbidden Zones of Polygons and Polytopes.,2013,tcos/2013-20
tcos/DattaSRD14,An Approach to Reversible Logic Synthesis Using Input and Output Permutations.,2014,tcos/2014-24
tcos/WangYCL13,Effect of Spatial Structure on the Evolution of Cooperation in the N-Choice Iterated Prisoner's Dilemma.,2013,tcos/2013-21
tcos/SetterSH10,Constructing Two-Dimensional Voronoi Diagrams via Divide-and-Conquer of Envelopes in Space.,2010,tcos/2010-9
tcos/MaidiMBO13,An Evaluation of Camera Pose Methods for an Augmented Reality System: Application to Teaching Industrial Robots.,2013,tcos/2013-17
tcos/DuttaDS13,Categorical Feature Reduction Using Multi Objective Genetic Algorithm in Cluster Analysis.,2013,tcos/2013-21
tcos/ChenKCW11,Establishing a Museum Display Platform by Using Combination of Reflection Holograms and Tangible Augmented Reality.,2011,tcos/2011-13
tcos/MoonsBW09,Identifying Hazardous Road Locations: Hot Spots versus Hot Zones.,2009,tcos/2009-6
tcos/PereiraM10,Performance Issues on Integration of Security Services.,2010,tcos/2010-11
tcos/DaescuCP09,Parallel Optimal Weighted Links.,2009,tcos/2009-3
tcos/TanS17,Privacy-Preserved Spatial Skyline Queries in Location-Based Services.,2017,tcos/2017-30
tcos/TanumaIM11,"Revisiting Hyperbolic Voronoi Diagrams in Two and Higher Dimensions from Theoretical, Applied and Generalized Viewpoints.",2011,tcos/2011-14
tcos/SinghS11,Geospatial Knowledge Discovery Framework for Crime Domain.,2011,tcos/2011-13
tcos/TerleckiW08,Attribute Set Dependence in Reduct Computation.,2008,tcos/2008-2
tcos/MajewskiBMK13,Providing Visual Support for Selecting Reactive Elements in Intelligent Environments.,2013,tcos/2013-18
tcos/Diaz-ParraRBS13,Vertical Transfer Algorithm for the School Bus Routing Problem.,2013,tcos/2013-21
tcos/IglesiasGC16,Four Adaptive Memetic Bat Algorithm Schemes for Bézier Curve Parameterization.,2016,tcos/2016-28
tcos/Shumskiy13,GPU Ray Tracing - Comparative Study on Ray-Triangle Intersection Algorithms.,2013,tcos/2013-19
tcos/KhannaCG18,Design and Analysis of Energy Efficient Wireless Body Area Network (WBAN) for Health Monitoring.,2018,tcos/2018-33
tcos/ZhouFQFY17,The Man-Machine Finger-Guessing Game Based on Cooperation Mechanism.,2017,tcos/2017-30
tcos/GeiselmannMS10,PET SNAKE: A Special Purpose Architecture to Implement an Algebraic Attack in Hardware.,2010,tcos/2010-10
tcos/ChaurasiaVTA09,Optimizing Pseudonym Updation in Vehicular Ad-Hoc Networks.,2009,tcos/2009-4
tcos/CortesJVV10,Mean Square Convergent Numerical Methods for Nonlinear Random Differential Equations.,2010,tcos/2010-7
tcos/Wang09a,Formal Description of the Cognitive Process of Memorization.,2009,tcos/2009-5
tcos/WangZ09,Knowledge Reduction in Concept Lattices Based on Irreducible Elements.,2009,tcos/2009-5
tcos/Polkowski08,Mereological Theories of Concepts in Granular Computing.,2008,tcos/2008-2
tcos/GoelGP13,Land Cover Feature Extraction of Multi-spectral Satellite Images Based on Extended Species Abundance Model of Biogeography.,2013,tcos/2013-21
tcos/SchmittV13,On Voronoi Diagrams in the Planar Line Space and Their Generalizations.,2013,tcos/2013-20
tcos/YangD11,Valued Dominance-Based Rough Set Approach to Incomplete Information System.,2011,tcos/2011-13
tcos/TsumotoH08,Contingency Matrix Theory I: Rank and Statistical Independence in a Contigency Table.,2008,tcos/2008-2
tcos/Veenhuis13,Community Optimization.,2013,tcos/2013-21
tcos/MuleyG19,Clustering-Based Aggregation of High-Utility Patterns from Unknown Multi-database.,2019,tcos/2019-34
tcos/VyatkinaB11,On Multiplicatively Weighted Voronoi Diagrams for Lines in the Plane.,2011,tcos/2011-13
tcos/SethiR14,Ultrafast All-Optical Reversible Peres and Feynman-Double Logic Gates with Silicon Microring Resonators.,2014,tcos/2014-24
tcos/ThepadeDG15,Novel Technique in Block Truncation Coding Based Feature Extraction for Content Based Image Identification.,2015,tcos/2015-25
tcos/MahajanA09,Hybrid Evolutionary Algorithm for the Graph Coloring Register Allocation Problem for Embedded Systems.,2009,tcos/2009-5
tcos/HanninenSL14,Adiabatic CMOS: Limits of Reversible Energy Recovery and First Steps for Design Automation.,2014,tcos/2014-24
tcos/SpizhevoyE13,Auto-calibration for Image Mosaicing and Stereo Vision.,2013,tcos/2013-19
tcos/ChaurasiaVT13,Intersection Attack on Anonymity in VANET.,2013,tcos/2013-17
tcos/AthanasopoulosUC11,On the Development of a Talking Head System Based on the Use of PDE-Based Parametic Surfaces.,2011,tcos/2011-12
tcos/TL13,Modeling and Analyzing the Human Cognitive Limits for Perception in Crowd Simulation.,2013,tcos/2013-17
tcos/MilesPWLJPMMM14,Efficacy of a Virtual Environment for Training Ball Passing Skills in Rugby.,2014,tcos/2014-23
tcos/Leandre10,Itô-Stratonovitch Formula for the Wave Equation on a Torus.,2010,tcos/2010-7
tcos/KushwahaS15,A Framework of Moving Object Segmentation in Maritime Surveillance Inside a Dynamic Background.,2015,tcos/2015-25
tcos/BessonovV10,Computational Algorithm for Some Problems with Variable Geometrical Structure.,2010,tcos/2010-8
tcos/Serra-SogasOCBG09,Exploratory Spatial Analysis of Illegal Oil Discharges Detected off Canada's Pacific Coast.,2009,tcos/2009-6
tcos/KanamoriYHMF16,Image-Based Virtual Try-On System with Garment Reshaping and Color Correction.,2016,tcos/2016-26
tcos/NishiuchiT15,Objective Evaluation Method of Usability Using Parameters of User's Fingertip Movement.,2015,tcos/2015-25
tcos/Veenhuis10,Polymorphic Particle Swarm Optimization.,2010,tcos/2010-8
tcos/LachmundH10,Auto-generation of Least Privileges Access Control Policies for Applications Supported by User Input Recognition.,2010,tcos/2010-11
tcos/KannanSTMR19,A Study of Three Different Approaches to Point Placement on a Line in an Inexact Model.,2019,tcos/2019-34
tcos/Wang13,Efficient Identity-Based and Authenticated Key Agreement Protocol.,2013,tcos/2013-17
tcos/CompagnaKMS10,A Dynamic Security Framework for Ambient Intelligent Systems: A Smart-Home Based eHealth Application.,2010,tcos/2010-10
tcos/ClementeRT10,From a Generic Framework for Expressing Integrity Properties to a Dynamic mac Enforcement for Operating Systems.,2010,tcos/2010-11
tcos/ToyouraAM17,Scene-Aware Style Transferring Using GIST.,2017,tcos/2017-30
tcos/TranSGPK14,Synthesis of Reversible Circuits Based on EXORs of Products of EXORs.,2014,tcos/2014-24
tcos/BogdanovGGTY16,The Use of Service Desk System to Keep Track of Computational Tasks on Supercomputers.,2016,tcos/2016-27
tcos/ElbazCGLPT09,Hardware Mechanisms for Memory Authentication: A Survey of Existing Techniques and Engines.,2009,tcos/2009-4
tcos/TuiaKCK09,Clustering and Hot Spot Detection in Socio-economic Spatio-temporal Data.,2009,tcos/2009-6
tcos/CostaNM10,Automatic Adaptive Modeling of Fuzzy Systems Using Particle Swarm Optimization.,2010,tcos/2010-8
tcos/GuoLTX14,Weibo: An Information-Driven Online Social Network.,2014,tcos/2014-22
tcos/LiuHSB16,Individual Theta/Beta Based Algorithm for Neurofeedback Games to Improve Cognitive Abilities.,2016,tcos/2016-26
tcos/HouS11,Six Degree-of-Freedom Haptic Rendering for Biomolecular Docking.,2011,tcos/2011-12
tcos/KotiyalTR14,Design of Reversible Adder-Subtractor and its Mapping in Optical Computing Domain.,2014,tcos/2014-24
